area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_cleaned,bhk,price_per_sqft,price_in_lakhs
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MB-laan,1043,2.0,2.0,65.0,1043.0,2,6232.023010546501,6500000.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,,654,1.0,1.0,22.0,654.0,1,3363.914373088685,2200000.0
Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,,2480,2.0,1.0,160.0,2480.0,2,6451.612903225807,16000000.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,,410,1.0,1.0,15.0,410.0,1,3658.5365853658536,1500000.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,936,2.0,1.0,60.84,936.0,4,6500.0,6084000.0
Built-up  Area,Ready To Move,Kereguddadahalli,1 BHK,Inave R,600,1.0,1.0,19.5,600.0,1,3250.0,1950000.0
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1839,3.0,3.0,165.0,1839.0,3,8972.26753670473,16500000.0
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,3.0,3.0,155.0,1904.0,3,8140.756302521008,15500000.0
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,ETens G,1517,2.0,2.0,125.0,1517.0,2,8239.947264337508,12500000.0
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1839,3.0,3.0,160.0,1839.0,3,8700.380641653072,16000000.0
Plot  Area,Ready To Move,Kirloskar Layout,5 Bedroom,,750,3.0,1.0,88.0,750.0,5,11733.333333333334,8800000.0
Plot  Area,Ready To Move,Kithaganur,3 Bedroom,,1200,3.0,1.0,70.0,1200.0,3,5833.333333333333,7000000.0
Super built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,Diacee ,1976,3.0,1.0,184.0,1976.0,3,9311.74089068826,18400000.0
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1012,2.0,1.0,59.0,1012.0,2,5830.0395256917,5900000.0
Built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1012,2.0,2.0,59.0,1012.0,2,5830.0395256917,5900000.0
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1012,2.0,1.0,62.0,1012.0,2,6126.482213438735,6200000.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,,650,1.0,2.0,38.0,650.0,1,5846.153846153846,3800000.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Suntsan,1620,2.0,2.0,85.0,1620.0,3,5246.913580246914,8500000.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,PentyVB,1025,2.0,2.0,66.0,1025.0,2,6439.024390243902,6600000.0
Built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,Jae 1ke,450,1.0,1.0,18.0,450.0,1,4000.0,1800000.0
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2120,3.0,2.0,177.0,2120.0,3,8349.056603773584,17700000.0
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1442,3.0,2.0,80.0,1442.0,3,5547.850208044383,8000000.0
Super built-up  Area,19-Jun,Kodigehalli,2 BHK,,1270,2.0,1.0,98.0,1270.0,2,7716.535433070866,9800000.0
Super built-up  Area,19-Jun,Kodigehalli,1 BHK,,655,1.0,1.0,53.0,655.0,1,8091.603053435115,5300000.0
Super built-up  Area,19-Jun,Kodigehalli,3 BHK,,1820,3.0,2.0,150.0,1820.0,3,8241.758241758242,15000000.0
Plot  Area,Ready To Move,Kodigehalli,2 Bedroom,,500,1.0,0.0,55.0,500.0,2,11000.0,5500000.0
Super built-up  Area,Ready To Move,Kodigehalli,4 BHK,,600,3.0,2.0,85.0,600.0,4,14166.666666666666,8500000.0
Plot  Area,Ready To Move,Kodigehalli,3 Bedroom,,1200,4.0,1.0,156.0,1200.0,3,13000.0,15600000.0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,3252.0,4,10301.353013530135,33500000.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2700,4.0,1.0,270.0,2700.0,3,10000.0,27000000.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2392,4.0,2.0,260.0,2392.0,3,10869.565217391304,26000000.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2408,4.0,2.0,260.0,2408.0,3,10797.34219269103,26000000.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2500,4.0,1.0,260.0,2500.0,3,10400.0,26000000.0
Built-up  Area,Ready To Move,Kodihalli,3 BHK,KAMESRI,1620,3.0,2.0,130.0,1620.0,3,8024.691358024691,13000000.0
Super built-up  Area,18-Aug,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,388.0,3260.0,4,11901.840490797545,38800000.0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3197,5.0,2.0,335.0,3197.0,4,10478.573662808883,33500000.0
Built-up  Area,Ready To Move,Kodihalli,2 BHK,,1490,2.0,1.0,150.0,1490.0,2,10067.114093959732,15000000.0
Super built-up  Area,Ready To Move,Kodipalya,1 BHK,,418,1.0,1.0,17.0,418.0,1,4066.9856459330144,1700000.0
Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1934,3.0,2.0,150.0,1934.0,3,7755.946225439504,15000000.0
Built-up  Area,Ready To Move,Kogilu,1 Bedroom,,540,1.0,0.0,36.0,540.0,1,6666.666666666667,3600000.0
Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1559,3.0,2.0,127.0,1559.0,3,8146.247594611931,12700000.0
Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1559,3.0,2.0,120.0,1559.0,3,7697.2418216805645,12000000.0
Super built-up  Area,Ready To Move,Kogilu,1 BHK,,700,1.0,1.0,30.84,700.0,1,4405.714285714285,3084000.0
Super built-up  Area,Ready To Move,Kogilu,1 BHK,,700,1.0,1.0,30.84,700.0,1,4405.714285714285,3084000.0
Super built-up  Area,17-Nov,Konanakunte,3 BHK,Prasa W,2791,3.0,1.0,223.0,2791.0,3,7989.967753493372,22300000.0
Built-up  Area,Ready To Move,Konanakunte,2 Bedroom,,884,1.0,0.0,58.0,884.0,2,6561.085972850678,5800000.0
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,,1200,4.0,0.0,125.0,1200.0,4,10416.666666666666,12500000.0
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,,1200,2.0,1.0,130.0,1200.0,4,10833.333333333334,13000000.0
Plot  Area,Ready To Move,Konanakunte,3 Bedroom,,2400,2.0,3.0,180.0,2400.0,3,7500.0,18000000.0
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,Prasa W,3746,6.0,1.0,375.0,3746.0,4,10010.6780565937,37500000.0
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,,1423,2.0,2.0,85.0,1423.0,3,5973.295853829937,8500000.0
Plot  Area,Ready To Move,Konanakunte Cross,2 Bedroom,,3040,1.0,1.0,180.0,3040.0,2,5921.0526315789475,18000000.0
Plot  Area,Ready To Move,Koppa,3 Bedroom,,720,3.0,1.0,48.0,720.0,3,6666.666666666667,4800000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,165.0,1320.0,2,12500.0,16500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ansna K,1253,2.0,1.0,102.0,1253.0,2,8140.462889066241,10200000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,TealeRo,1580,3.0,2.0,160.0,1580.0,3,10126.582278481013,16000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,1750,3.0,2.0,130.0,1750.0,3,7428.571428571428,13000000.0
Super built-up  Area,Ready To Move,Koramangala,4 BHK,K ncy R,3500,5.0,2.0,425.0,3500.0,4,12142.857142857143,42500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1005,1.0,1.0,110.0,1005.0,2,10945.273631840795,11000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,4.0,1.0,275.0,2292.0,3,11998.25479930192,27500000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Wiass G,1835,2.0,3.0,155.0,1835.0,3,8446.866485013625,15500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,,1290,2.0,3.0,100.0,1290.0,2,7751.937984496124,10000000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Saace P,1300,2.0,3.0,110.0,1300.0,2,8461.538461538461,11000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2200,3.0,2.0,180.0,2200.0,3,8181.818181818182,18000000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Suryais,1325,2.0,2.0,119.0,1325.0,2,8981.132075471698,11900000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1140,2.0,1.0,75.2,1140.0,2,6596.491228070176,7520000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260,2.0,3.0,100.0,1260.0,2,7936.507936507936,10000000.0
Built-up  Area,Ready To Move,Koramangala,3 BHK,Jalonht,1975,3.0,,210.0,1975.0,3,10632.911392405063,21000000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1900,2.0,1.0,200.0,1900.0,2,10526.315789473685,20000000.0
Built-up  Area,Ready To Move,Koramangala,3 BHK,,1750,3.0,1.0,130.0,1750.0,3,7428.571428571428,13000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,2.0,286.0,2292.0,3,12478.184991273996,28600000.0
Built-up  Area,Ready To Move,Koramangala,3 BHK,,2300,3.0,3.0,290.0,2300.0,3,12608.695652173914,29000000.0
Super built-up  Area,18-May,Koramangala,3 BHK,SRidsrc,1594,3.0,,125.0,1594.0,3,7841.907151819322,12500000.0
Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1760,2.0,0.0,115.0,1760.0,3,6534.090909090909,11500000.0
Super built-up  Area,19-Sep,Koramangala,4 BHK,Prood P,2503,6.0,2.0,325.0,2503.0,4,12984.418697562924,32500000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,1900,3.0,3.0,150.0,1900.0,3,7894.736842105263,15000000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,150.0,1320.0,2,11363.636363636364,15000000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Saace P,1320,2.0,2.0,110.0,1320.0,2,8333.333333333334,11000000.0
Super built-up  Area,Ready To Move,Koramangala,4 BHK,,5985,4.0,,775.0,5985.0,4,12949.039264828738,77500000.0
Super built-up  Area,18-Dec,Koramangala,4 BHK,Prood P,2461,6.0,2.0,353.0,2461.0,4,14343.762698090208,35300000.0
Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1615,3.0,2.0,115.0,1615.0,3,7120.743034055728,11500000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2246,3.0,0.0,300.0,2246.0,3,13357.079252003561,30000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1716,2.0,0.0,115.0,1716.0,3,6701.631701631702,11500000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Ansna K,1500,3.0,1.0,135.0,1500.0,3,9000.0,13500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,,1083,2.0,1.0,100.0,1083.0,2,9233.610341643584,10000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744,3.0,1.0,200.0,1744.0,3,11467.88990825688,20000000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1180,2.0,1.0,128.0,1180.0,2,10847.457627118643,12800000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,160.0,1320.0,2,12121.212121212122,16000000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1370,2.0,2.0,125.0,1370.0,2,9124.087591240876,12500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1100,2.0,2.0,85.0,1100.0,2,7727.272727272727,8500000.0
Super built-up  Area,19-Dec,Koramangala,2 BHK,Prood P,1249,2.0,1.0,165.0,1249.0,2,13210.56845476381,16500000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,,1200,2.0,2.0,100.0,1200.0,2,8333.333333333334,10000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1720,2.0,1.0,130.0,1720.0,3,7558.139534883721,13000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2223,3.0,2.0,300.0,2223.0,3,13495.27665317139,30000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744,4.0,1.0,210.0,1744.0,3,12041.284403669724,21000000.0
Super built-up  Area,19-Sep,Koramangala,3 BHK,Prood P,1866,4.0,2.0,245.0,1866.0,3,13129.689174705252,24500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,160.0,1320.0,2,12121.212121212122,16000000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,HawerMa,1350,2.0,2.0,103.0,1350.0,2,7629.62962962963,10300000.0
Built-up  Area,Ready To Move,Koramangala,4 Bedroom,,6000,4.0,0.0,625.0,6000.0,4,10416.666666666666,62500000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1642,2.0,1.0,115.0,1642.0,3,7003.654080389769,11500000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,160.0,1320.0,2,12121.212121212122,16000000.0
Built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1710,3.0,2.0,210.0,1710.0,3,12280.701754385966,21000000.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,,1355,2.0,2.0,95.0,1355.0,2,7011.070110701107,9500000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600,3.0,1.0,170.0,1600.0,3,10625.0,17000000.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260,2.0,1.0,100.0,1260.0,2,7936.507936507936,10000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,1910,4.0,3.0,150.0,1910.0,3,7853.4031413612565,15000000.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600,2.0,0.0,140.0,1600.0,3,8750.0,14000000.0
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,5000,5.0,,600.0,5000.0,4,12000.0,60000000.0
Plot  Area,Ready To Move,Kothanur,3 Bedroom,BDensar,2400,2.0,1.0,150.0,2400.0,3,6250.0,15000000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1828,3.0,,110.0,1828.0,3,6017.505470459519,11000000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,1847.0,3,5684.89442338928,10500000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,110.0,1847.0,3,5955.603681645913,11000000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,105.0,1790.0,3,5865.921787709497,10500000.0
Plot  Area,Ready To Move,Kothanur,4 Bedroom,Fencyes,3401,5.0,,230.0,3401.0,4,6762.7168479858865,23000000.0
Built-up  Area,Ready To Move,Kothanur,1 Bedroom,,627,1.0,1.0,30.0,627.0,1,4784.688995215311,3000000.0
Super built-up  Area,15-Oct,Kothanur,3 BHK,Somumys,1760,3.0,,111.0,1760.0,3,6306.818181818182,11100000.0
Plot  Area,Ready To Move,Kothanur,1 Bedroom,,1500,1.0,0.0,75.0,1500.0,1,5000.0,7500000.0
Built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,0.0,97.0,1790.0,3,5418.994413407821,9700000.0
Plot  Area,Ready To Move,Kothanur,4 Bedroom,,2700,4.0,2.0,175.0,2700.0,4,6481.481481481482,17500000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1786,2.0,2.0,106.0,1786.0,3,5935.05039193729,10600000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,107.0,1787.0,3,5987.688864017907,10700000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1760,3.0,,110.0,1760.0,3,6250.0,11000000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,120.0,1787.0,3,6715.165081141578,12000000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,105.0,1790.0,3,5865.921787709497,10500000.0
Built-up  Area,Ready To Move,Kothanur,3 BHK,EiionCa,1170,3.0,2.0,80.0,1170.0,3,6837.606837606838,8000000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,120.0,1790.0,3,6703.91061452514,12000000.0
Plot  Area,Ready To Move,Krishna Nagar,5 Bedroom,,1000,4.0,2.0,90.0,1000.0,5,9000.0,9000000.0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,RahtsHe,2180,3.0,,285.0,2180.0,3,13073.394495412844,28500000.0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,RahtsHe,2180,3.0,3.0,273.0,2180.0,3,12522.935779816513,27300000.0
Super built-up  Area,Ready To Move,Kudlu,1 BHK,GKityel,720,1.0,1.0,33.0,720.0,1,4583.333333333333,3300000.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,83.0,1535.0,3,5407.166123778502,8300000.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,85.0,1535.0,3,5537.459283387622,8500000.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,86.0,1535.0,3,5602.605863192182,8600000.0
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1564,2.0,1.0,92.0,1564.0,3,5882.35294117647,9200000.0
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1564 - 1850,2.0,,99.745,1707.0,3,5843.2923257176335,9974500.0
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Brlms P,1335,3.0,2.0,89.0,1335.0,3,6666.666666666667,8900000.0
Super built-up  Area,18-Aug,Kudlu Gate,1 BHK,Sanzaat,703,1.0,1.0,52.0,703.0,1,7396.870554765292,5200000.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,86.0,1535.0,3,5602.605863192182,8600000.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1532,3.0,2.0,83.0,1532.0,3,5417.754569190601,8300000.0
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,Sanzaat,1547,2.0,2.0,103.0,1547.0,2,6658.047834518423,10300000.0
Built-up  Area,18-Dec,Kudlu Gate,2 BHK,,1336,2.0,1.0,86.0,1336.0,2,6437.125748502994,8600000.0
Built-up  Area,18-Dec,Kudlu Gate,3 BHK,,1919,3.0,2.0,121.0,1919.0,3,6305.367378843148,12100000.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,85.0,1535.0,3,5537.459283387622,8500000.0
Super built-up  Area,18-Aug,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,120.0,1850.0,3,6486.486486486487,12000000.0
Super built-up  Area,18-Apr,Kudlu Gate,2 BHK,SunetSo,940,2.0,1.0,69.57,940.0,2,7401.063829787233,6956999.999999999
Built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Brlms P,1164,2.0,2.0,75.0,1164.0,2,6443.298969072165,7500000.0
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,Sanzaat,1183,2.0,1.0,79.54,1183.0,2,6723.584108199494,7954000.000000001
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,110.0,1850.0,3,5945.945945945946,11000000.0
Super built-up  Area,18-Jun,Kudlu Gate,2 BHK,Sanzaat,1183,2.0,1.0,79.54,1183.0,2,6723.584108199494,7954000.000000001
Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,,1060,2.0,2.0,60.0,1060.0,2,5660.377358490566,6000000.0
Carpet  Area,Ready To Move,Kumara Park,3 BHK,,2200,4.0,,350.0,2200.0,3,15909.09090909091,35000000.0
Super built-up  Area,18-Apr,Kumara Park,3 BHK,,2000,3.0,3.0,207.0,2000.0,3,10350.0,20700000.0
Built-up  Area,Ready To Move,Kumara Park,2 BHK,,1150,2.0,0.0,250.0,1150.0,2,21739.130434782608,25000000.0
Plot  Area,17-Jul,Kumara Park,4 Bedroom,,3500,5.0,1.0,800.0,3500.0,4,22857.14285714286,80000000.0
Plot  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,,800,7.0,3.0,105.0,800.0,7,13125.0,10500000.0
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,2000,4.0,1.0,139.0,2000.0,4,6950.0,13900000.0
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,1270,4.0,1.0,128.0,1270.0,5,10078.740157480315,12800000.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Mania G,1000,2.0,1.0,58.0,1000.0,2,5800.0,5800000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,2600,4.0,0.0,325.0,2600.0,4,12500.0,32500000.0
Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,,800,1.0,1.0,90.0,800.0,2,11250.0,9000000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,2400,2.0,1.0,125.0,2400.0,3,5208.333333333333,12500000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,,1310,2.0,1.0,70.0,1310.0,3,5343.511450381679,7000000.0
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,623,4.0,1.0,75.0,623.0,4,12038.52327447833,7500000.0
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,BaisePa,600,2.0,1.0,72.0,600.0,4,12000.0,7200000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,,850,1.0,1.0,78.0,850.0,1,9176.470588235294,7800000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,2600,4.0,2.0,300.0,2600.0,4,11538.461538461539,30000000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,,1310,2.0,1.0,85.0,1310.0,3,6488.5496183206105,8500000.0
Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,,600,2.0,1.0,72.0,600.0,2,12000.0,7200000.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,1200,3.0,1.0,75.0,1200.0,3,6250.0,7500000.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Shncyhi,1081,2.0,3.0,60.0,1081.0,2,5550.416281221092,6000000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,125.0,1724.0,3,7250.580046403712,12500000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,735,2.0,1.0,57.99,735.0,2,7889.7959183673465,5799000.0
Built-up  Area,18-Mar,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,82.0,1047.0,2,7831.900668576886,8200000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,105.0,1397.0,3,7516.1059413027915,10500000.0
Super built-up  Area,17-Dec,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,127.0,1724.0,3,7366.589327146172,12700000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3.0,2.0,110.0,1397.0,3,7874.0157480314965,11000000.0
Super built-up  Area,18-Feb,Kundalahalli,3 BHK,Dieldli,1397,3.0,2.0,104.0,1397.0,3,7444.523979957051,10400000.0
Super built-up  Area,18-May,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,108.0,1397.0,3,7730.851825340014,10800000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Roima A,1920,3.0,2.0,150.0,1920.0,3,7812.5,15000000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,105.0,1397.0,3,7516.1059413027915,10500000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,124.0,1724.0,3,7192.5754060324825,12400000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,84.0,1047.0,2,8022.9226361031515,8400000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,83.0,1047.0,2,7927.411652340019,8300000.0
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,,7000,4.0,3.0,550.0,7000.0,4,7857.142857142857,55000000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,,2075,3.0,1.0,115.0,2075.0,3,5542.168674698795,11500000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,82.62,1047.0,2,7891.117478510028,8262000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,91.0,1047.0,2,8691.499522445081,9100000.0
Super built-up  Area,18-Mar,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0,1724.0,3,8468.677494199535,14600000.0
Plot  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,1600,3.0,2.0,170.0,1600.0,3,10625.0,17000000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,AnentAp,1496,2.0,3.0,78.0,1496.0,3,5213.903743315508,7800000.0
Super built-up  Area,18-Dec,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,125.0,1724.0,3,7250.580046403712,12500000.0
Super built-up  Area,18-Jun,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,89.0,1047.0,2,8500.477554918816,8900000.0
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,2500,5.0,2.0,245.0,2500.0,4,9800.0,24500000.0
Super built-up  Area,18-Aug,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,105.0,1397.0,3,7516.1059413027915,10500000.0
Built-up  Area,Ready To Move,Kundalahalli,3 BHK,,1800,3.0,2.0,110.0,1800.0,3,6111.111111111111,11000000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,72.0,1047.0,2,6876.790830945559,7200000.0
Built-up  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,3092,4.0,3.0,230.0,3092.0,4,7438.551099611902,23000000.0
Built-up  Area,Ready To Move,Kundalahalli,2 BHK,,1065,2.0,1.0,70.0,1065.0,2,6572.769953051643,7000000.0
Super built-up  Area,18-Jun,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0,1724.0,3,8468.677494199535,14600000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,2.0,91.0,1047.0,2,8691.499522445081,9100000.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,128.0,1724.0,3,7424.593967517401,12800000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Viuliap,1315,2.0,3.0,74.0,1315.0,2,5627.376425855513,7400000.0
